Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
QC,Crops,170,Peru,5510,Production,544,Strawberries,2014,2014,tonnes,35023,,Official data
QC,Crops,171,Philippines,5510,Production,544,Strawberries,2014,2014,tonnes,781,,Official data
QC,Crops,173,Poland,5510,Production,544,Strawberries,2014,2014,tonnes,202511,,Official data
QC,Crops,174,Portugal,5510,Production,544,Strawberries,2014,2014,tonnes,4697,,Official data
QC,Crops,117,Republic of Korea,5510,Production,544,Strawberries,2014,2014,tonnes,209901,,Official data
QC,Crops,146,Republic of Moldova,5510,Production,544,Strawberries,2014,2014,tonnes,3750,,Official data
QC,Crops,182,Réunion,5510,Production,544,Strawberries,2014,2014,tonnes,446,Im,FAO data based on imputation methodology
QC,Crops,183,Romania,5510,Production,544,Strawberries,2014,2014,tonnes,21935,,Official data
QC,Crops,185,Russian Federation,5510,Production,544,Strawberries,2014,2014,tonnes,189000,*,Unofficial figure
QC,Crops,190,Saint Pierre and Miquelon,5510,Production,544,Strawberries,2014,2014,tonnes,3,Im,FAO data based on imputation methodology
QC,Crops,272,Serbia,5510,Production,544,Strawberries,2014,2014,tonnes,23307,,Official data
QC,Crops,199,Slovakia,5510,Production,544,Strawberries,2014,2014,tonnes,973,,Official data
QC,Crops,198,Slovenia,5510,Production,544,Strawberries,2014,2014,tonnes,1597,,Official data
QC,Crops,202,South Africa,5510,Production,544,Strawberries,2014,2014,tonnes,6941,,Official data
QC,Crops,203,Spain,5510,Production,544,Strawberries,2014,2014,tonnes,291870,,Official data
QC,Crops,210,Sweden,5510,Production,544,Strawberries,2014,2014,tonnes,16020,,Official data
QC,Crops,211,Switzerland,5510,Production,544,Strawberries,2014,2014,tonnes,10906,,Official data
QC,Crops,154,The former Yugoslav Republic of Macedonia,5510,Production,544,Strawberries,2014,2014,tonnes,4762,,Official data
QC,Crops,222,Tunisia,5510,Production,544,Strawberries,2014,2014,tonnes,9857,Im,FAO data based on imputation methodology
QC,Crops,223,Turkey,5510,Production,544,Strawberries,2014,2014,tonnes,376070,,Official data
QC,Crops,230,Ukraine,5510,Production,544,Strawberries,2014,2014,tonnes,66860,,Official data
QC,Crops,229,United Kingdom,5510,Production,544,Strawberries,2014,2014,tonnes,104411,,Official data
QC,Crops,231,United States of America,5510,Production,544,Strawberries,2014,2014,tonnes,1371573,,Official data
QC,Crops,235,Uzbekistan,5510,Production,544,Strawberries,2014,2014,tonnes,5500,*,Unofficial figure
QC,Crops,236,Venezuela (Bolivarian Republic of),5510,Production,544,Strawberries,2014,2014,tonnes,49775,,Official data
QC,Crops,181,Zimbabwe,5510,Production,544,Strawberries,2014,2014,tonnes,228,Im,FAO data based on imputation methodology
QC,Crops,351,China,5510,Production,544,Strawberries,2014,2014,tonnes,3122036,A,"Aggregate, may include official, semi-official, estimated or calculated data"
